order_id,date,item_name,item_type,item_price,quantity,transaction_amount,transaction_type,received_by,time_of_sale,,scj,Aalopuri,Vadapav,Panipuri,Frankie,sandwich,Cd coffee,,,,
236,6/26/2022,Vadapav,Fastfood,20,12,240,,Mrs.,Evening,6/26/2022,,,,,,,,,,,
237,11-08-2022,Panipuri,Fastfood,20,13,260,Cash,Mrs.,Midnight,Thursday,,,,,,,,,,,
238,4/26/2022,Vadapav,Fastfood,20,13,260,Cash,Mr.,Morning,4/26/2022,,,,,,,,,,,
239,12-04-2022,Frankie,Fastfood,50,4,200,Online,Mr.,Evening,Tuesday,,,,,,,,,,,
240,12-11-2022,Sandwich,Fastfood,60,10,600,Cash,Mrs.,Morning,Saturday,,,,,,,,,,,
241,06-06-2022,Sugarcane juice,Beverages,25,2,50,Cash,Mr.,Afternoon,Monday,,,,,,,,,,,
242,12/23/2022,Cold coffee,Beverages,40,4,160,Online,Mrs.,Midnight,12/23/2022,,,,,,,,,,,
243,11-12-2022,Panipuri,Fastfood,20,5,100,Cash,Mrs.,Midnight,Sunday,,,,,,,,,,,
244,11/22/2022,Sandwich,Fastfood,60,10,600,Online,Mrs.,Midnight,11/22/2022,,,,,,,,,,,
245,10-03-2022,Vadapav,Fastfood,20,2,40,Cash,Mrs.,Morning,Thursday,,,,,,,,,,,
246,11/16/2022,Vadapav,Fastfood,20,10,200,Cash,Mr.,Afternoon,11/16/2022,,,,,,,,,,,
247,10-03-2022,Sugarcane juice,Beverages,25,6,150,,Mr.,Midnight,Thursday,,,,,,,,,,,
248,4/17/2022,Frankie,Fastfood,50,5,250,Online,Mrs.,Midnight,4/17/2022,,,,,,,,,,,
249,10/26/2022,Sugarcane juice,Beverages,25,3,75,Online,Mrs.,Afternoon,10/26/2022,,,,,,,,,,,
250,11/15/2022,Sugarcane juice,Beverages,25,6,150,Online,Mrs.,Midnight,11/15/2022,,,,,,,,,,,
251,12/21/2022,Cold coffee,Beverages,40,13,520,,Mrs.,Afternoon,12/21/2022,,,,,,,,,,,
252,3/26/2023,Vadapav,Fastfood,20,8,160,Online,Mr.,Midnight,3/26/2023,,,,,,,,,,,
253,6/18/2022,Sugarcane juice,Beverages,25,13,325,Online,Mr.,Afternoon,6/18/2022,,,,,,,,,,,
254,10-09-2022,Cold coffee,Beverages,40,12,480,,Mrs.,Afternoon,Saturday,,,,,,,,,,,
255,4/30/2022,Vadapav,Fastfood,20,7,140,,Mrs.,Afternoon,4/30/2022,,,,,,,,,,,
256,3/16/2023,Aalopuri,Fastfood,20,3,60,Online,Mrs.,Midnight,3/16/2023,,,,,,,,,,,
257,01-03-2023,Sandwich,Fastfood,60,10,600,Cash,Mrs.,Midnight,Wednesday,,,,,,,,,,,
258,09-06-2022,Vadapav,Fastfood,20,14,280,Cash,Mr.,Midnight,Thursday,,,,,,,,,,,
259,11/18/2022,Sandwich,Fastfood,60,4,240,Online,Mr.,Morning,11/18/2022,,,,,,,,,,,
260,09-10-2022,Sugarcane juice,Beverages,25,2,50,Online,Mrs.,Night,Sunday,,,,,,,,,,,
261,01-11-2023,Frankie,Fastfood,50,9,450,Cash,Mrs.,Midnight,Wednesday,,,,,,,,,,,
262,03-05-2023,Vadapav,Fastfood,20,5,100,,Mrs.,Evening,Wednesday,,,,,,,,,,,
263,6/19/2022,Panipuri,Fastfood,20,2,40,Cash,Mr.,Evening,6/19/2022,,,,,,,,,,,
264,7/18/2022,Sugarcane juice,Beverages,25,12,300,Online,Mr.,Morning,7/18/2022,,,,,,,,,,,
265,8/15/2022,Vadapav,Fastfood,20,6,120,Cash,Mr.,Midnight,8/15/2022,,,,,,,,,,,
266,10-02-2022,Frankie,Fastfood,50,10,500,Online,Mrs.,Night,Thursday,,,,,,,,,,,
267,03-05-2023,Vadapav,Fastfood,20,1,20,Cash,Mr.,Morning,Wednesday,,,,,,,,,,,
268,02-05-2023,Cold coffee,Beverages,40,12,480,Cash,Mrs.,Midnight,Tuesday,,,,,,,,,,,
269,12/22/2022,Panipuri,Fastfood,20,2,40,,Mrs.,Midnight,12/22/2022,,,,,,,,,,,
270,09-07-2022,Sandwich,Fastfood,60,13,780,Cash,Mr.,Evening,Saturday,,,,,,,,,,,
271,05-03-2022,Vadapav,Fastfood,20,13,260,Cash,Mr.,Evening,Saturday,,,,,,,,,,,
272,7/29/2022,Frankie,Fastfood,50,5,250,Online,Mrs.,Night,7/29/2022,,,,,,,,,,,
273,8/15/2022,Panipuri,Fastfood,20,15,300,Cash,Mr.,Midnight,8/15/2022,,,,,,,,,,,
274,01-04-2023,Sugarcane juice,Beverages,25,10,250,Online,Mr.,Night,Saturday,,,,,,,,,,,
275,02-04-2023,Vadapav,Fastfood,20,15,300,Online,Mr.,Night,Sunday,,,,,,,,,,,
276,9/30/2022,Sugarcane juice,Beverages,25,6,150,Cash,Mr.,Midnight,9/30/2022,,,,,,,,,,,
277,12-08-2022,Cold coffee,Beverages,40,13,520,Cash,Mrs.,Midnight,Friday,,,,,,,,,,,
278,6/19/2022,Frankie,Fastfood,50,6,300,Online,Mrs.,Night,6/19/2022,,,,,,,,,,,
279,9/14/2022,Vadapav,Fastfood,20,15,300,Cash,Mrs.,Afternoon,9/14/2022,,,,,,,,,,,
280,10-09-2022,Panipuri,Fastfood,20,14,280,Online,Mrs.,Evening,Saturday,,,,,,,,,,,
281,08-09-2022,Sandwich,Fastfood,60,3,180,Cash,Mrs.,Afternoon,Thursday,,,,,,,,,,,
282,5/16/2022,Vadapav,Fastfood,20,13,260,,Mrs.,Morning,5/16/2022,,,,,,,,,,,
283,07-02-2022,Panipuri,Fastfood,20,2,40,Cash,Mrs.,Midnight,Monday,,,,,,,,,,,
284,1/29/2023,Frankie,Fastfood,50,7,350,,Mr.,Afternoon,1/29/2023,,,,,,,,,,,
285,6/28/2022,Aalopuri,Fastfood,20,3,60,,Mr.,Night,6/28/2022,,,,,,,,,,,
286,12/14/2022,Vadapav,Fastfood,20,6,120,,Mr.,Night,12/14/2022,,,,,,,,,,,
287,08-06-2022,Aalopuri,Fastfood,20,3,60,Cash,Mr.,Morning,Wednesday,,,,,,,,,,,
288,8/22/2022,Sandwich,Fastfood,60,7,420,Cash,Mr.,Night,8/22/2022,,,,,,,,,,,
289,11/28/2022,Aalopuri,Fastfood,20,7,140,Online,Mrs.,Midnight,11/28/2022,,,,,,,,,,,
290,05-03-2022,Panipuri,Fastfood,20,7,140,Cash,Mrs.,Morning,Saturday,,,,,,,,,,,
291,1/27/2023,Frankie,Fastfood,50,8,400,Online,Mrs.,Night,1/27/2023,,,,,,,,,,,
292,1/16/2023,Frankie,Fastfood,50,2,100,Cash,Mrs.,Midnight,1/16/2023,,,,,,,,,,,
293,4/21/2022,Panipuri,Fastfood,20,8,160,Online,Mrs.,Morning,4/21/2022,,,,,,,,,,,
294,9/23/2022,Aalopuri,Fastfood,20,1,20,Cash,Mrs.,Evening,9/23/2022,,,,,,,,,,,
295,7/21/2022,Sandwich,Fastfood,60,7,420,Cash,Mr.,Midnight,7/21/2022,,,,,,,,,,,
296,02-06-2023,Panipuri,Fastfood,20,7,140,Cash,Mrs.,Afternoon,Friday,,,,,,,,,,,
297,4/30/2022,Sandwich,Fastfood,60,10,600,Online,Mr.,Evening,4/30/2022,,,,,,,,,,,
298,7/19/2022,Sugarcane juice,Beverages,25,9,225,Cash,Mrs.,Afternoon,7/19/2022,,,,,,,,,,,
299,7/22/2022,Aalopuri,Fastfood,20,1,20,Online,Mrs.,Evening,7/22/2022,,,,,,,,,,,
300,6/27/2022,Aalopuri,Fastfood,20,8,160,Cash,Mr.,Afternoon,6/27/2022,,,,,,,,,,,
301,1/28/2023,Panipuri,Fastfood,20,7,140,Cash,Mr.,Night,1/28/2023,,,,,,,,,,,
302,3/21/2023,Aalopuri,Fastfood,20,14,280,Cash,Mr.,Night,3/21/2023,,,,,,,,,,,
303,07-02-2022,Sugarcane juice,Beverages,25,1,25,Cash,Mrs.,Midnight,Monday,,,,,,,,,,,
304,5/28/2022,Vadapav,Fastfood,20,15,300,Online,Mr.,Morning,5/28/2022,,,,,,,,,,,
305,03-05-2023,Panipuri,Fastfood,20,4,80,,Mrs.,Morning,Wednesday,,,,,,,,,,,
306,03-03-2023,Cold coffee,Beverages,40,8,320,Online,Mrs.,Morning,Friday,,,,,,,,,,,
307,2/13/2023,Vadapav,Fastfood,20,8,160,Cash,Mr.,Evening,2/13/2023,,,,,,,,,,,
308,12/17/2022,Sandwich,Fastfood,60,13,780,Online,Mr.,Evening,12/17/2022,,,,,,,,,,,
309,10/14/2022,Sandwich,Fastfood,60,8,480,Online,Mr.,Evening,10/14/2022,,,,,,,,,,,
310,4/25/2022,Vadapav,Fastfood,20,4,80,Cash,Mr.,Afternoon,4/25/2022,,,,,,,,,,,
311,7/31/2022,Frankie,Fastfood,50,7,350,,Mrs.,Morning,7/31/2022,,,,,,,,,,,
312,12/28/2022,Cold coffee,Beverages,40,1,40,Cash,Mrs.,Night,12/28/2022,,,,,,,,,,,
313,4/19/2022,Cold coffee,Beverages,40,1,40,Cash,Mr.,Midnight,4/19/2022,,,,,,,,,,,
314,2/27/2023,Frankie,Fastfood,50,8,400,Online,Mrs.,Morning,2/27/2023,,,,,,,,,,,
315,2/20/2023,Cold coffee,Beverages,40,13,520,Online,Mrs.,Afternoon,2/20/2023,,,,,,,,,,,
316,11-02-2022,Frankie,Fastfood,50,4,200,Online,Mr.,Morning,Friday,,,,,,,,,,,
317,03-10-2023,Aalopuri,Fastfood,20,12,240,Online,Mrs.,Afternoon,Tuesday,,,,,,,,,,,
318,12/21/2022,Aalopuri,Fastfood,20,10,200,Online,Mrs.,Midnight,12/21/2022,,,,,,,,,,,
319,6/30/2022,Frankie,Fastfood,50,15,750,Cash,Mr.,Afternoon,6/30/2022,,,,,,,,,,,
320,3/18/2023,Sugarcane juice,Beverages,25,7,175,Cash,Mrs.,Afternoon,3/18/2023,,,,,,,,,,,
321,02-08-2023,Frankie,Fastfood,50,12,600,Cash,Mrs.,Evening,Wednesday,,,,,,,,,,,
322,05-05-2022,Cold coffee,Beverages,40,11,440,Cash,Mr.,Morning,Thursday,,,,,,,,,,,
323,12/29/2022,Aalopuri,Fastfood,20,4,80,Cash,Mr.,Morning,12/29/2022,,,,,,,,,,,
324,7/18/2022,Sugarcane juice,Beverages,25,15,375,Online,Mrs.,Night,7/18/2022,,,,,,,,,,,
325,03-02-2023,Aalopuri,Fastfood,20,12,240,,Mrs.,Afternoon,Friday,,,,,,,,,,,
326,05-03-2022,Sandwich,Fastfood,60,8,480,Cash,Mr.,Evening,Saturday,,,,,,,,,,,
327,11/29/2022,Frankie,Fastfood,50,15,750,Cash,Mrs.,Midnight,11/29/2022,,,,,,,,,,,
328,6/16/2022,Vadapav,Fastfood,20,3,60,Online,Mr.,Evening,6/16/2022,,,,,,,,,,,
329,01-10-2023,Panipuri,Fastfood,20,7,140,Online,Mrs.,Afternoon,Sunday,,,,,,,,,,,
330,9/22/2022,Panipuri,Fastfood,20,8,160,,Mr.,Morning,9/22/2022,,,,,,,,,,,
331,8/21/2022,Panipuri,Fastfood,20,4,80,Online,Mrs.,Evening,8/21/2022,,,,,,,,,,,
332,2/17/2023,Aalopuri,Fastfood,20,2,40,,Mrs.,Afternoon,2/17/2023,,,,,,,,,,,
333,10/30/2022,Sugarcane juice,Beverages,25,11,275,Cash,Mrs.,Afternoon,10/30/2022,,,,,,,,,,,
334,04-04-2022,Cold coffee,Beverages,40,4,160,Cash,Mrs.,Evening,Monday,,,,,,,,,,,
335,10/24/2022,Cold coffee,Beverages,40,11,440,Cash,Mr.,Night,10/24/2022,,,,,,,,,,,
336,09-03-2022,Sugarcane juice,Beverages,25,13,325,,Mrs.,Midnight,Wednesday,,,,,,,,,,,
337,10/15/2022,Aalopuri,Fastfood,20,14,280,Online,Mrs.,Midnight,10/15/2022,,,,,,,,,,,
338,05-06-2022,Sugarcane juice,Beverages,25,12,300,Cash,Mr.,Morning,Sunday,,,,,,,,,,,
339,2/16/2023,Sugarcane juice,Beverages,25,1,25,,Mrs.,Midnight,2/16/2023,,,,,,,,,,,
340,06-02-2022,Cold coffee,Beverages,40,4,160,Cash,Mrs.,Evening,Sunday,,,,,,,,,,,
341,3/19/2023,Frankie,Fastfood,50,9,450,Cash,Mrs.,Evening,3/19/2023,,,,,,,,,,,
342,03-11-2023,Vadapav,Fastfood,20,7,140,Online,Mr.,Afternoon,Friday,,,,,,,,,,,
343,1/18/2023,Sugarcane juice,Beverages,25,5,125,Cash,Mr.,Afternoon,1/18/2023,,,,,,,,,,,
344,5/13/2022,Cold coffee,Beverages,40,14,560,Cash,Mr.,Night,5/13/2022,,,,,,,,,,,
345,05-09-2022,Panipuri,Fastfood,20,14,280,Online,Mrs.,Night,Monday,,,,,,,,,,,
346,1/31/2023,Cold coffee,Beverages,40,12,480,Cash,Mr.,Morning,1/31/2023,,,,,,,,,,,
347,6/24/2022,Frankie,Fastfood,50,7,350,Cash,Mrs.,Afternoon,6/24/2022,,,,,,,,,,,
348,9/19/2022,Vadapav,Fastfood,20,1,20,Online,Mrs.,Midnight,9/19/2022,,,,,,,,,,,
349,8/17/2022,Panipuri,Fastfood,20,5,100,Cash,Mrs.,Evening,8/17/2022,,,,,,,,,,,
350,9/21/2022,Cold coffee,Beverages,40,8,320,Online,Mrs.,Morning,9/21/2022,,,,,,,,,,,
351,07-08-2022,Frankie,Fastfood,50,5,250,Online,Mrs.,Night,Sunday,,,,,,,,,,,
352,5/25/2022,Frankie,Fastfood,50,11,550,Cash,Mrs.,Night,5/25/2022,,,,,,,,,,,
353,5/18/2022,Vadapav,Fastfood,20,4,80,Online,Mrs.,Midnight,5/18/2022,,,,,,,,,,,
354,1/16/2023,Panipuri,Fastfood,20,14,280,Online,Mr.,Midnight,1/16/2023,,,,,,,,,,,
355,3/15/2023,Cold coffee,Beverages,40,4,160,Online,Mr.,Midnight,3/15/2023,,,,,,,,,,,
356,5/26/2022,Sugarcane juice,Beverages,25,14,350,Cash,Mrs.,Night,5/26/2022,,,,,,,,,,,
357,9/21/2022,Sandwich,Fastfood,60,9,540,Online,Mrs.,Afternoon,9/21/2022,,,,,,,,,,,
358,10/27/2022,Aalopuri,Fastfood,20,6,120,Cash,Mr.,Night,10/27/2022,,,,,,,,,,,
359,8/27/2022,Aalopuri,Fastfood,20,13,260,Online,Mrs.,Night,8/27/2022,,,,,,,,,,,
360,10-06-2022,Cold coffee,Beverages,40,2,80,Online,Mrs.,Midnight,Friday,,,,,,,,,,,
361,6/30/2022,Sandwich,Fastfood,60,15,900,,Mrs.,Night,6/30/2022,,,,,,,,,,,
362,12/30/2022,Sugarcane juice,Beverages,25,2,50,Cash,Mr.,Morning,12/30/2022,,,,,,,,,,,
363,05-09-2022,Frankie,Fastfood,50,9,450,Online,Mr.,Afternoon,Monday,,,,,,,,,,,
364,10-11-2022,Cold coffee,Beverages,40,2,80,Online,Mr.,Night,Thursday,,,,,,,,,,,
365,07-08-2022,Panipuri,Fastfood,20,10,200,Online,Mr.,Night,Sunday,,,,,,,,,,,
366,11/30/2022,Sugarcane juice,Beverages,25,10,250,Online,Mrs.,Afternoon,11/30/2022,,,,,,,,,,,
367,08-10-2022,Panipuri,Fastfood,20,6,120,,Mr.,Afternoon,Saturday,,,,,,,,,,,
368,8/31/2022,Cold coffee,Beverages,40,2,80,Cash,Mr.,Night,8/31/2022,,,,,,,,,,,
369,07-03-2022,Sandwich,Fastfood,60,2,120,Online,Mrs.,Evening,Monday,,,,,,,,,,,
370,5/28/2022,Panipuri,Fastfood,20,5,100,,Mrs.,Midnight,5/28/2022,,,,,,,,,,,
371,10/18/2022,Vadapav,Fastfood,20,5,100,Online,Mrs.,Night,10/18/2022,,,,,,,,,,,
372,11/19/2022,Frankie,Fastfood,50,12,600,,Mr.,Morning,11/19/2022,,,,,,,,,,,
373,05-08-2022,Sugarcane juice,Beverages,25,12,300,Cash,Mrs.,Midnight,Friday,,,,,,,,,,,
374,7/24/2022,Frankie,Fastfood,50,10,500,Online,Mr.,Midnight,7/24/2022,,,,,,,,,,,
375,11/17/2022,Panipuri,Fastfood,20,13,260,Cash,Mr.,Evening,11/17/2022,,,,,,,,,,,
376,12-04-2022,Frankie,Fastfood,50,15,750,Cash,Mr.,Midnight,Tuesday,,,,,,,,,,,
377,5/20/2022,Sugarcane juice,Beverages,25,3,75,Online,Mrs.,Evening,5/20/2022,,,,,,,,,,,
378,4/24/2022,Vadapav,Fastfood,20,2,40,Cash,Mrs.,Midnight,4/24/2022,,,,,,,,,,,
379,2/15/2023,Cold coffee,Beverages,40,14,560,,Mr.,Afternoon,2/15/2023,,,,,,,,,,,
380,10/20/2022,Sandwich,Fastfood,60,5,300,Online,Mrs.,Afternoon,10/20/2022,,,,,,,,,,,
381,2/26/2023,Vadapav,Fastfood,20,1,20,Online,Mr.,Morning,2/26/2023,,,,,,,,,,,
382,8/16/2022,Cold coffee,Beverages,40,9,360,Cash,Mrs.,Night,8/16/2022,,,,,,,,,,,
383,05-06-2022,Aalopuri,Fastfood,20,7,140,Online,Mrs.,Morning,Sunday,,,,,,,,,,,
384,10/22/2022,Sugarcane juice,Beverages,25,1,25,Online,Mr.,Afternoon,10/22/2022,,,,,,,,,,,
385,4/25/2022,Vadapav,Fastfood,20,5,100,Cash,Mr.,Morning,4/25/2022,,,,,,,,,,,
386,11/23/2022,Frankie,Fastfood,50,5,250,Online,Mr.,Midnight,11/23/2022,,,,,,,,,,,
387,3/17/2023,Sugarcane juice,Beverages,25,14,350,Cash,Mrs.,Midnight,3/17/2023,,,,,,,,,,,
388,10-09-2022,Sandwich,Fastfood,60,14,840,Cash,Mr.,Evening,Saturday,,,,,,,,,,,
389,12/22/2022,Sandwich,Fastfood,60,12,720,Cash,Mrs.,Evening,12/22/2022,,,,,,,,,,,
390,6/18/2022,Sugarcane juice,Beverages,25,5,125,,Mr.,Midnight,6/18/2022,,,,,,,,,,,
391,4/21/2022,Aalopuri,Fastfood,20,1,20,Online,Mrs.,Night,4/21/2022,,,,,,,,,,,
392,9/18/2022,Aalopuri,Fastfood,20,15,300,Online,Mr.,Night,9/18/2022,,,,,,,,,,,
393,07-02-2022,Sugarcane juice,Beverages,25,10,250,Online,Mrs.,Evening,Monday,,,,,,,,,,,
394,04-03-2022,Sandwich,Fastfood,60,1,60,Cash,Mrs.,Morning,Friday,,,,,,,,,,,
395,1/31/2023,Sandwich,Fastfood,60,3,180,Cash,Mrs.,Evening,1/31/2023,,,,,,,,,,,
396,10/31/2022,Frankie,Fastfood,50,15,750,Online,Mr.,Morning,10/31/2022,,,,,,,,,,,
397,07-06-2022,Aalopuri,Fastfood,20,2,40,Online,Mrs.,Afternoon,Tuesday,,,,,,,,,,,
398,1/13/2023,Panipuri,Fastfood,20,6,120,Online,Mr.,Evening,1/13/2023,,,,,,,,,,,
399,6/24/2022,Panipuri,Fastfood,20,9,180,Cash,Mrs.,Evening,6/24/2022,,,,,,,,,,,
400,03-04-2023,Cold coffee,Beverages,40,15,600,Cash,Mrs.,Morning,Monday,,,,,,,,,,,
401,10-11-2022,Sugarcane juice,Beverages,25,8,200,Online,Mrs.,Midnight,Thursday,,,,,,,,,,,
402,3/19/2023,Frankie,Fastfood,50,7,350,Cash,Mr.,Night,3/19/2023,,,,,,,,,,,
403,9/25/2022,Cold coffee,Beverages,40,3,120,Online,Mrs.,Midnight,9/25/2022,,,,,,,,,,,
404,11/26/2022,Frankie,Fastfood,50,7,350,Cash,Mrs.,Midnight,11/26/2022,,,,,,,,,,,
405,12/13/2022,Sugarcane juice,Beverages,25,10,250,Cash,Mr.,Night,12/13/2022,,,,,,,,,,,
406,10/13/2022,Cold coffee,Beverages,40,4,160,Online,Mrs.,Afternoon,10/13/2022,,,,,,,,,,,
407,01-02-2023,Sugarcane juice,Beverages,25,2,50,Cash,Mr.,Evening,Wednesday,,,,,,,,,,,
408,10-05-2022,Vadapav,Fastfood,20,4,80,Online,Mr.,Midnight,Tuesday,,,,,,,,,,,
409,9/15/2022,Aalopuri,Fastfood,20,9,180,Cash,Mrs.,Morning,9/15/2022,,,,,,,,,,,
410,11/23/2022,Aalopuri,Fastfood,20,15,300,Online,Mr.,Afternoon,11/23/2022,,,,,,,,,,,
411,11/20/2022,Panipuri,Fastfood,20,12,240,Cash,Mr.,Afternoon,11/20/2022,,,,,,,,,,,
412,03-09-2023,Sugarcane juice,Beverages,25,14,350,,Mr.,Afternoon,Sunday,,,,,,,,,,,
413,04-03-2022,Aalopuri,Fastfood,20,10,200,Online,Mrs.,Midnight,Friday,,,,,,,,,,,
414,1/21/2023,Cold coffee,Beverages,40,13,520,,Mr.,Night,1/21/2023,,,,,,,,,,,
415,12-05-2022,Vadapav,Fastfood,20,8,160,Online,Mr.,Evening,Thursday,,,,,,,,,,,
416,08-05-2022,Sandwich,Fastfood,60,9,540,,Mr.,Morning,Sunday,,,,,,,,,,,
417,1/16/2023,Panipuri,Fastfood,20,3,60,Cash,Mr.,Evening,1/16/2023,,,,,,,,,,,
418,11-12-2022,Cold coffee,Beverages,40,7,280,Online,Mr.,Night,Sunday,,,,,,,,,,,
419,10-08-2022,Sugarcane juice,Beverages,25,14,350,,Mrs.,Midnight,Wednesday,,,,,,,,,,,
420,1/30/2023,Frankie,Fastfood,50,13,650,Online,Mrs.,Evening,1/30/2023,,,,,,,,,,,
421,3/24/2023,Cold coffee,Beverages,40,2,80,Online,Mr.,Midnight,3/24/2023,,,,,,,,,,,
422,08-02-2022,Cold coffee,Beverages,40,7,280,Online,Mr.,Evening,Tuesday,,,,,,,,,,,
423,10/21/2022,Frankie,Fastfood,50,7,350,Cash,Mrs.,Night,10/21/2022,,,,,,,,,,,
424,4/21/2022,Sugarcane juice,Beverages,25,9,225,Online,Mrs.,Midnight,4/21/2022,,,,,,,,,,,
425,8/17/2022,Panipuri,Fastfood,20,14,280,Online,Mr.,Afternoon,8/17/2022,,,,,,,,,,,
426,1/20/2023,Frankie,Fastfood,50,14,700,Cash,Mr.,Midnight,1/20/2023,,,,,,,,,,,
427,5/21/2022,Sandwich,Fastfood,60,2,120,Online,Mr.,Afternoon,5/21/2022,,,,,,,,,,,
428,12/24/2022,Sugarcane juice,Beverages,25,8,200,Online,Mr.,Afternoon,12/24/2022,,,,,,,,,,,
429,9/19/2022,Cold coffee,Beverages,40,3,120,Online,Mr.,Night,9/19/2022,,,,,,,,,,,
430,11-05-2022,Sandwich,Fastfood,60,4,240,Online,Mr.,Night,Wednesday,,,,,,,,,,,
431,3/16/2023,Panipuri,Fastfood,20,6,120,Online,Mr.,Evening,3/16/2023,,,,,,,,,,,
432,3/27/2023,Panipuri,Fastfood,20,6,120,Online,Mr.,Afternoon,3/27/2023,,,,,,,,,,,
433,5/27/2022,Panipuri,Fastfood,20,14,280,Online,Mrs.,Evening,5/27/2022,,,,,,,,,,,
434,8/21/2022,Aalopuri,Fastfood,20,12,240,Cash,Mr.,Morning,8/21/2022,,,,,,,,,,,
435,05-08-2022,Sandwich,Fastfood,60,1,60,Cash,Mrs.,Afternoon,Friday,,,,,,,,,,,
436,01-05-2023,Frankie,Fastfood,50,10,500,Cash,Mr.,Midnight,Monday,,,,,,,,,,,
437,8/31/2022,Cold coffee,Beverages,40,1,40,,Mr.,Morning,8/31/2022,,,,,,,,,,,
438,6/20/2022,Cold coffee,Beverages,40,5,200,Online,Mr.,Morning,6/20/2022,,,,,,,,,,,
439,9/30/2022,Frankie,Fastfood,50,13,650,Online,Mr.,Afternoon,9/30/2022,,,,,,,,,,,
440,11/28/2022,Aalopuri,Fastfood,20,7,140,Cash,Mr.,Afternoon,11/28/2022,,,,,,,,,,,
441,11-02-2022,Aalopuri,Fastfood,20,1,20,Online,Mrs.,Midnight,Friday,,,,,,,,,,,
442,8/22/2022,Sugarcane juice,Beverages,25,7,175,Online,Mrs.,Night,8/22/2022,,,,,,,,,,,
443,09-05-2022,Sugarcane juice,Beverages,25,12,300,Cash,Mrs.,Night,Monday,,,,,,,,,,,
444,9/28/2022,Frankie,Fastfood,50,4,200,,Mr.,Evening,9/28/2022,,,,,,,,,,,
445,10/22/2022,Sandwich,Fastfood,60,14,840,Online,Mrs.,Morning,10/22/2022,,,,,,,,,,,
446,8/31/2022,Cold coffee,Beverages,40,9,360,Cash,Mr.,Night,8/31/2022,,,,,,,,,,,
447,1/17/2023,Frankie,Fastfood,50,6,300,Online,Mrs.,Afternoon,1/17/2023,,,,,,,,,,,
448,7/27/2022,Vadapav,Fastfood,20,6,120,Cash,Mrs.,Evening,7/27/2022,,,,,,,,,,,
449,09-09-2022,Frankie,Fastfood,50,4,200,Cash,Mr.,Afternoon,Friday,,,,,,,,,,,
450,5/20/2022,Sugarcane juice,Beverages,25,1,25,Online,Mr.,Morning,5/20/2022,,,,,,,,,,,
451,3/15/2023,Sugarcane juice,Beverages,25,10,250,Cash,Mrs.,Midnight,3/15/2023,,,,,,,,,,,
452,12/25/2022,Frankie,Fastfood,50,5,250,Online,Mr.,Afternoon,12/25/2022,,,,,,,,,,,
453,10/20/2022,Sandwich,Fastfood,60,1,60,Online,Mrs.,Midnight,10/20/2022,,,,,,,,,,,
454,03-07-2023,Sandwich,Fastfood,60,1,60,Online,Mrs.,Evening,Monday,,,,,,,,,,,
455,03-01-2023,Cold coffee,Beverages,40,11,440,Cash,Mr.,Midnight,Tuesday,,,,,,,,,,,
456,12/31/2022,Cold coffee,Beverages,40,13,520,,Mrs.,Night,12/31/2022,,,,,,,,,,,
457,10/16/2022,Cold coffee,Beverages,40,11,440,Cash,Mr.,Evening,10/16/2022,,,,,,,,,,,
458,09-12-2022,Sugarcane juice,Beverages,25,8,200,Cash,Mrs.,Midnight,Friday,,,,,,,,,,,
459,06-08-2022,Vadapav,Fastfood,20,14,280,Cash,Mr.,Night,Saturday,,,,,,,,,,,
460,11/20/2022,Aalopuri,Fastfood,20,2,40,Cash,Mr.,Morning,11/20/2022,,,,,,,,,,,
461,7/22/2022,Sugarcane juice,Beverages,25,5,125,Cash,Mr.,Midnight,7/22/2022,,,,,,,,,,,
462,4/24/2022,Vadapav,Fastfood,20,3,60,Cash,Mr.,Morning,4/24/2022,,,,,,,,,,,
463,06-11-2022,Sandwich,Fastfood,60,6,360,Online,Mr.,Midnight,Sunday,,,,,,,,,,,
464,10/18/2022,Sugarcane juice,Beverages,25,13,325,Cash,Mr.,Morning,10/18/2022,,,,,,,,,,,
465,1/15/2023,Sugarcane juice,Beverages,25,12,300,Online,Mr.,Evening,1/15/2023,,,,,,,,,,,
466,01-11-2023,Panipuri,Fastfood,20,6,120,Cash,Mr.,Evening,Wednesday,,,,,,,,,,,
467,10/17/2022,Aalopuri,Fastfood,20,11,220,Online,Mr.,Morning,10/17/2022,,,,,,,,,,,
468,09-08-2022,Panipuri,Fastfood,20,2,40,Cash,Mr.,Evening,Tuesday,,,,,,,,,,,
469,5/15/2022,Sandwich,Fastfood,60,7,420,Online,Mrs.,Morning,5/15/2022,,,,,,,,,,,
470,9/29/2022,Vadapav,Fastfood,20,8,160,Cash,Mrs.,Morning,9/29/2022,,,,,,,,,,,
471,2/13/2023,Panipuri,Fastfood,20,7,140,Cash,Mrs.,Afternoon,2/13/2023,,,,,,,,,,,
472,01-11-2023,Panipuri,Fastfood,20,10,200,,Mr.,Midnight,Wednesday,,,,,,,,,,,
473,09-04-2022,Sandwich,Fastfood,60,5,300,Cash,Mrs.,Evening,Saturday,,,,,,,,,,,
474,8/28/2022,Sugarcane juice,Beverages,25,15,375,Cash,Mrs.,Night,8/28/2022,,,,,,,,,,,
475,2/24/2023,Cold coffee,Beverages,40,6,240,Cash,Mrs.,Night,2/24/2023,,,,,,,,,,,
